state_name,district_name,total_no_of_active_workers,total_households_worked,approved_labour_budget,total_expenditure,wages,active_worker_ratio,job_card_activation_rate,work_completion_rate,average_days_employment_per_household
UTTAR PRADESH,GHAZIABAD,49,18,71,2.173248,2.173248,0.002527206147815772,0.00220649775545918,0.1724137931034483,13
UTTAR PRADESH,BULANDSHAHR,51634,18313,484406,2416.1392885,1776.515103,0.4272746079688858,0.4204668320295109,0.07256376463291728,40
UTTAR PRADESH,ALIGARH,159956,58716,1865659,7607.88415383501,4892.55506050001,0.6167786813500372,0.6008625904269184,0.22583038715027717,34
UTTAR PRADESH,MATHURA,120904,55194,1989601,7584.57266290001,6202.70510630001,0.622677269168967,0.6153055702081892,0.30675464101990607,45
UTTAR PRADESH,AGRA,181833,75067,2715934,11268.761593372,8446.05665170004,0.6756828062873917,0.6497177806078329,0.3040492874947091,45
UTTAR PRADESH,FIROZABAD,139142,74546,3172065,11629.405814607,9446.73597559999,0.6530035667354984,0.6561392799004118,0.32828950366893034,51
UTTAR PRADESH,ETAH,106468,44431,1828262,8624.27246166603,5173.08959500003,0.5652217768693759,0.5572750901761087,0.3056246025781837,46
UTTAR PRADESH,MAINPURI,165420,83165,3337790,19618.526266346,11915.8274805,0.6335746294381248,0.6137667584580996,0.4872244977569729,57
UTTAR PRADESH,BUDAUN,180807,58685,2570220,7128.466153608,5346.656403,0.5855490281169239,0.5731842558262712,0.3229174218806641,36
UTTAR PRADESH,BAREILLY,244918,73512,2366038,8061.179053213,5451.9580754,0.6123256162808141,0.5711792106921162,0.3310272961472776,29
UTTAR PRADESH,PILIBHIT,222417,66628,1936233,7030.52735672497,4229.09632879997,0.5707214558443158,0.5357463025341517,0.2723672631270167,25
UTTAR PRADESH,SHAHJAHANPUR,233723,82292,2595856,10591.955708794,7341.400494,0.5027847273462591,0.46643678095568397,0.36348804110112126,36
UTTAR PRADESH,KHERI,375791,121929,4569134,17123.5004515,11721.3401267,0.48441220108615085,0.4496802122008314,0.4310461105651579,38
UTTAR PRADESH,SITAPUR,479172,150218,6065557,22516.786242196,15619.2700696,0.4994642328523242,0.4746578465502392,0.3503519066486116,41
UTTAR PRADESH,HARDOI,325512,124645,5642043,18395.119343753,12939.3724053,0.526415204186585,0.5104334831947276,0.4170886075949367,41
UTTAR PRADESH,UNNAO,164038,56274,2358767,8473.124915102,6293.2598171,0.4472551981372319,0.4374383640163342,0.2752730814722048,44
UTTAR PRADESH,LUCKNOW,74270,15246,614595,1872.458623272,1057.7027319,0.3664650212665173,0.36633933241493116,0.27607960946301163,27
UTTAR PRADESH,RAE BARELI,246643,62015,2193866,7265.69803567501,4624.21564110001,0.5497827778136904,0.5020687075334492,0.23030099209685556,30
UTTAR PRADESH,FARRUKHABAD,92280,31119,1321041,4492.437728786,3481.2756958,0.6408155329018639,0.6107217109822533,0.2549089866704887,44
UTTAR PRADESH,ETAWAH,100047,37131,1355956,5691.95392240801,3443.77232040001,0.5847145595661118,0.558816449063978,0.3125750194167902,36
UTTAR PRADESH,KANPUR DEHAT,109732,30075,1313746,3701.935781428,2496.5015314,0.5205873283203264,0.49443329525456176,0.22216617754952311,32
UTTAR PRADESH,KANPUR NAGAR,80547,18178,694320,1949.769304632,1338.6720728,0.4772533358613988,0.4452892009893195,0.2465105085833467,30
UTTAR PRADESH,JALAUN,264180,111513,5155903,19330.301798223,11980.0277409,0.7856490719895795,0.7703000806853101,0.3090730429086145,43
UTTAR PRADESH,JHANSI,171207,51103,2395550,9591.992185413,6503.1567441,0.558961132241793,0.5409368264472846,0.3752107925801012,50
UTTAR PRADESH,LALITPUR,221065,71807,2676942,9792.47313477098,7377.86958609998,0.689045220491977,0.661610987946895,0.33832251900800125,41
UTTAR PRADESH,HAMIRPUR,188878,70072,3025971,11865.42872085,8855.03189909998,0.6437362180437546,0.6375682717570234,0.36454563731403294,50
UTTAR PRADESH,BANDA,201145,39181,1925999,6446.66768683099,4296.51351009999,0.5258321634812706,0.5046207956015524,0.38596978228972517,43
UTTAR PRADESH,FATEHPUR,200339,46788,2459516,6986.835864111,4286.2339268,0.5331568022141793,0.5151848846644257,0.25936783074177927,35
UTTAR PRADESH,PRATAPGARH,253535,76455,4245556,12141.52739157,7813.97075510001,0.5139111857040929,0.5121770117887592,0.5103260579539997,40
UTTAR PRADESH,PRAYAGRAJ,324722,87440,3662353,11402.369205612,7782.92730829999,0.4819650135214161,0.4580614897404436,0.3983454747499691,35
UTTAR PRADESH,BAHRAICH,355844,148271,6819678,22191.920698242,15961.999271,0.556724772910037,0.5606294451152395,0.2920686705524279,43
UTTAR PRADESH,GONDA,204926,72765,2936535,10422.047338616,8192.12588800002,0.4352857461473921,0.4413022278898807,0.2945978469444173,44
UTTAR PRADESH,BARABANKI,281330,99759,4801864,15728.502704306,11032.2699334,0.5547470875432826,0.5316357507692466,0.36687666246675066,43
UTTAR PRADESH,AYODHYA,185869,68388,2610257,10051.312427758,6835.17383570001,0.5805195251376583,0.54920245501162,0.33802504710185083,39
UTTAR PRADESH,SULTANPUR,289660,106690,4682957,17653.6999724719,12363.6931065999,0.5498992882785225,0.5470982337996753,0.4611124488321695,47
UTTAR PRADESH,SIDDHARTH NAGAR,360733,156199,5883585,19700.143595824,15168.6071761,0.6850995459043075,0.6729797615266911,0.34392089533257025,38
UTTAR PRADESH,MAHARAJGANJ,337850,131636,4965261,15649.964861728,11828.6322096,0.6328663403522772,0.6024835340684496,0.3093694298778125,35
UTTAR PRADESH,BASTI,364054,157007,7805136,24518.701350941,15940.3385568,0.7052986419202976,0.6970771925908312,0.3719666134267608,40
UTTAR PRADESH,GORAKHPUR,259004,117207,4684517,18068.093111141,13624.1476546,0.5482622049960945,0.5272737553362924,0.3423868060451856,46
UTTAR PRADESH,DEORIA,153849,65811,2486035,9057.378380417,6650.5925794,0.5366744456188453,0.5315574146279697,0.22082143989850936,40
UTTAR PRADESH,MAU,212776,81818,2667627,11061.19441266,8349.41236689998,0.5899906555790629,0.5613428966945228,0.4165210786175465,40
UTTAR PRADESH,AZAMGARH,384831,141473,6667721,24191.03625886,16353.2462694,0.5905250461885968,0.5981148815394488,0.39662744919554876,46
UTTAR PRADESH,JAUNPUR,405489,147246,6895847,23420.702580495,16162.3602849,0.608984072869812,0.6095697407578595,0.47787488341566203,43
UTTAR PRADESH,BALLIA,209275,77406,2396317,10443.729646535,7962.36274090003,0.5062582249574238,0.4929684344516113,0.39115275659185006,41
UTTAR PRADESH,GHAZIPUR,374695,154397,5199651,21360.8929844142,15162.8281430002,0.608583299224927,0.593072827893862,0.4015417146221996,39
UTTAR PRADESH,VARANASI,122706,34986,1097678,4682.6638355,2625.4895003,0.5256087897025122,0.4780762069343199,0.2705344384109746,29
UTTAR PRADESH,MIRZAPUR,220199,60467,2489734,6914.44388510001,5146.60962980001,0.5350167892043715,0.5044788174390146,0.3320893220652643,34
UTTAR PRADESH,SONBHADRA,263058,67998,2751927,8734.87736965398,5598.80350979998,0.6055593282766082,0.5867394041124633,0.3311513593831573,33
UTTAR PRADESH,GAUTAM BUDDHA NAGAR,553,0,0,0.0,0.0,0.043352148008780185,0.04563106796116505,0.0,0
UTTAR PRADESH,BAGHPAT,4738,837,22233,36.5555597,32.3936437,0.21779902546658086,0.20580281690140845,0.07498790517658442,15
UTTAR PRADESH,HATHRAS,66290,24733,711867,2888.221261803,1983.0305077,0.6160036426825756,0.5844223479113931,0.19232348111658457,32
UTTAR PRADESH,AMROHA,145389,57136,2095165,7518.12933588601,4556.7852683,0.7212328359393603,0.698373653181541,0.40388227927363807,32
UTTAR PRADESH,KANNAUJ,117115,46353,1698493,6178.630011118,4440.0815757,0.6450733394656106,0.6269205307146994,0.20937467046293368,38
UTTAR PRADESH,AURAIYA,115483,60667,2177613,8804.75671273011,6924.91590060011,0.645434069404157,0.6261719584191564,0.30878332194121666,45
UTTAR PRADESH,KAUSHAMBI,108134,31617,1184864,4216.305026809,2696.8613075,0.5429040501664348,0.5099336003372681,0.22504413961700395,34
UTTAR PRADESH,CHANDAULI,224981,110925,3850811,23117.6646750562,14929.7228717002,0.7330998077487048,0.7098001413189456,0.18765110656499906,54
UTTAR PRADESH,KUSHI NAGAR,261143,98673,3478069,13151.165327129,9736.28458460001,0.49182436606349156,0.4697862783158365,0.43454045771821875,38
UTTAR PRADESH,SANT RAVIDAS NAGAR,91309,27868,1123975,3612.27895755699,2338.02406979998,0.5435836071819784,0.5220680560052435,0.2751000522011484,33
UTTAR PRADESH,SANT KABEER NAGAR,225807,95166,3806387,13121.240904711,9640.5339288,0.6680304953271857,0.6706043914924189,0.5565525085302666,40
UTTAR PRADESH,BALRAMPUR,189041,63687,2968460,8837.898982226,5273.9460676,0.7317923863645162,0.7117803794913201,0.33838213844945586,33
UTTAR PRADESH,SHRAVASTI,110794,42445,1881499,6124.93562514,4815.10338479999,0.5706442242320608,0.5413366917838922,0.35447786187956326,45
UTTAR PRADESH,CHITRAKOOT,135344,27798,1170554,3870.77531118598,2400.04346539998,0.5756453170123811,0.556096032265097,0.3225069168771803,35
UTTAR PRADESH,AMBEDKAR NAGAR,206011,67530,2534248,9130.06548565,5913.4796988,0.555523795912534,0.5265502108252302,0.2989384578625798,34
UTTAR PRADESH,MAHOBA,84952,20530,883633,3107.12631269999,2093.32879029999,0.5008548822620774,0.46474872830196146,0.24083938660209847,40
UTTAR PRADESH,KASHGANJ,112982,44169,1290805,5736.88067775601,3602.13343490001,0.7164090142416902,0.6858763913551907,0.26872021783526207,32
UTTAR PRADESH,AMETHI,178120,45854,2335217,7786.92515569099,4582.21686249999,0.5755609554337711,0.5451401367332012,0.35120124542432785,40
UTTAR PRADESH,HAPUR,9686,4592,176610,571.4627777,524.6767199,0.46029558523024283,0.47738987816307404,0.4329388560157791,45
UTTAR PRADESH,SHAMLI,21827,6863,284079,664.50604198,599.0642795,0.36703773457994215,0.342024006707155,0.12175989085948158,36
UTTAR PRADESH,SAMBHAL,118323,41150,1594387,4589.136696936,2879.3930583,0.6165514222738665,0.6001652534870453,0.14502808060786257,28
WEST BENGAL,NADIA,171154,0,0,792.29587,0.0,0.11507590192790493,0.10606306360513697,0.0440251572327044,0
WEST BENGAL,PASCHIM BARDHAMAN,29832,0,0,306.32527,0.0,0.1040599132834056,0.0977469893270932,0.0,0
WEST BENGAL,BIRBHUM,210488,0,0,738.14401,0.0,0.15474339435937362,0.14617326128741512,0.24766355140186916,0
WEST BENGAL,SILIGURI MAHAKUMA PARISAD,14804,0,0,117.94047,3.03057,0.06895973466992118,0.062280460086782834,0.0,0
WEST BENGAL,HOWRAH,103595,0,0,377.32367,0.0,0.17869093944913617,0.15512402801955377,0.007692307692307693,0
WEST BENGAL,HOOGHLY,169728,0,0,961.28057,0.0,0.11082316207221449,0.10318975259084788,0.773784355179704,0
WEST BENGAL,JALPAIGURI,160249,0,0,396.51321,0.0,0.2063471624351821,0.19525851622125606,0.550098231827112,0
WEST BENGAL,COOCHBEHAR,75003,0,0,655.83622,0.0,0.05968767880718547,0.05708571549506133,0.0,0
WEST BENGAL,MALDAH,99660,0,0,559.51288,0.0,0.08512891914631907,0.08436113505280007,0.0,0
WEST BENGAL,PASCHIM MEDINIPUR,445360,0,0,1051.20376,0.0,0.2510351762646173,0.2362616830845144,0.5912181303116147,0
WEST BENGAL,PURBA MEDINIPUR,166846,0,0,1068.93275,0.0,0.0850765044012913,0.08161174012046343,0.5949781659388647,0
WEST BENGAL,MURSHIDABAD,139336,0,0,927.18549,0.0,0.06683249762333478,0.06406198772321066,0.6642857142857143,0
WEST BENGAL,BANKURA,126722,0,0,870.03888,0.0,0.08235503610774614,0.07872542017112955,0.054613935969868174,0
WEST BENGAL,PURULIA,135942,0,0,661.21943,2.74959,0.12059635501681973,0.11543671538138665,0.5432883240667196,0
WEST BENGAL,NORTH 24 PARGANAS,157104,0,0,786.14172,1.1322,0.10324893993443761,0.09698743179533678,0.0,0
WEST BENGAL,SOUTH 24 PARGANAS,257291,0,0,1120.7956,0.0,0.10917042426052802,0.10177091825417374,0.9888564672737334,0
WEST BENGAL,DAKSHIN DINAJPUR,61878,0,0,297.59524,0.0,0.11861749031936511,0.10889450237853632,0.04371584699453552,0
WEST BENGAL,UTTAR DINAJPUR,19322,0,0,350.44954,0.0,0.02066718578860898,0.019188181648911937,0.9385267620561738,0
WEST BENGAL,GORKHALAND TERRITORIAL ADMINISTRATION (GTA),9382,0,0,311.31669,0.0,0.04493079833341315,0.04598303295672231,0.0,0
WEST BENGAL,ALIPURDUAR,279939,0,0,0.3380521,0.0,0.43812005540296267,0.41483202046724565,0.02795698924731183,0
WEST BENGAL,KALIMPONG,21330,0,0,57.28918,0.0,0.23867069486404835,0.20910330474721017,0.0,0
WEST BENGAL,JHARGRAM,62866,0,0,0.0,0.0,0.1335610835983692,0.12581216263597367,0.005672609400324149,0
WEST BENGAL,PURBA BARDHAMAN,169625,0,0,0.0,0.0,0.09307004683542637,0.09114839076563029,0.7243335224049915,0
CHHATTISGARH,BILASPUR,283501,90590,4033195,10353.475444712,8952.28571630002,0.762663259129733,0.7467977241593089,0.6298860309686447,39
CHHATTISGARH,KAWARDHA,391363,100688,6234864,9738.30843495988,7527.03601929988,0.8697187480555038,0.8583981605283416,0.3524075799937869,34
CHHATTISGARH,DURG,188838,47268,1896767,5118.964995157,3106.9099897,0.8751656826123629,0.8521209610604805,0.3697376943005181,24
CHHATTISGARH,RAJNANDAGON,245755,87609,4004145,8157.02076379791,7004.47648199991,0.9508655311970409,0.9351762468919117,0.40540682414698165,31
CHHATTISGARH,SURGUJA,173971,40631,2048910,5554.898243352,4372.6252053,0.7778438508794677,0.7336568478966402,0.559926438895434,39
CHHATTISGARH,KOREA,66027,24114,1297424,3146.22500194996,2162.44658059996,0.8814294677542084,0.8601573833912164,0.46777691039986125,35
CHHATTISGARH,JASHPUR,251867,63058,3181284,11994.0134181401,7355.29543630007,0.8427647913055699,0.8167045632742669,0.415418615628889,42
CHHATTISGARH,KORBA,220176,69231,1747806,10736.3355156995,8212.39065469951,0.8258726622105192,0.8364366612160624,0.6561060855263158,44
CHHATTISGARH,DHAMTARI,328659,53281,3042847,6196.118002159,4980.5452493,0.9086935244399101,0.8851515263462509,0.47738582677165353,35
CHHATTISGARH,KANKER,246247,72602,3247126,8984.52663028895,6743.35600999995,0.8880550186088111,0.8516475301997368,0.654771273137852,34
CHHATTISGARH,BASTAR,157751,37558,2052068,6402.05732958197,5299.48884959997,0.5622618644520877,0.531947285789048,0.4337855297157623,53
CHHATTISGARH,DANTEWADA,62890,11055,582227,1587.31620739,1132.4158718,0.6647007842391189,0.5670876085240726,0.29958611907035976,38
CHHATTISGARH,RAIGARH,196105,54571,2493045,7628.25492263894,6052.73491839994,0.8328626215179713,0.7894390792245805,0.6567679105618272,42
CHHATTISGARH,JANJGIR-CHAMPA,230323,54256,2565563,6869.85022034699,5376.59249819999,0.7696443548899115,0.7166976601067602,0.5468792322872732,37
CHHATTISGARH,MAHASAMUND,307676,58430,4041655,7785.26054913997,6489.59572849997,0.8295165943220727,0.7938439741998711,0.6348681864644495,43
CHHATTISGARH,RAIPUR,265138,88276,2845155,9513.78935817497,7047.69037309997,0.857793609043233,0.8214398664119723,0.6873525115181481,33
CHHATTISGARH,BIJAPUR,84176,18337,1313426,2604.406999683,1823.7826431,0.7474471221296773,0.6990905423741245,0.3515831833103886,37
CHHATTISGARH,NARAYANPUR,42809,8545,481951,1444.07430572,987.639282699998,0.6966816931664687,0.6457823025107164,0.47103870788081315,42
CHHATTISGARH,BALODA BAZAR,386302,69463,3194322,7392.83736811796,6208.58974079996,0.8693290245922298,0.8191544452209413,0.5317276909703819,36
CHHATTISGARH,GARIYABAND,296035,67223,2546065,7523.87403185505,5923.54098040005,0.9126179172575375,0.874510888897672,0.6371804837898395,35
CHHATTISGARH,BEMETARA,251881,61436,4031040,5738.97956660016,4646.01802390016,0.7491530868089739,0.6983124204854442,0.6928290633048665,34
CHHATTISGARH,BALOD,321284,86717,3855482,8247.58640567715,5904.35200530015,0.9079897468071818,0.8733778801550889,0.6126439482961222,26
CHHATTISGARH,KONDAGAON,194582,35923,1642545,5967.081804195,4012.5511109,0.8464024567951177,0.7921790383867396,0.5840494900518308,40
CHHATTISGARH,SUKMA,62175,10911,745069,1869.4198219,1445.0707194,0.6769631113627456,0.6381449901925463,0.5411217202920645,48
CHHATTISGARH,MUNGELI,222392,66364,4250288,7670.34223981377,6400.39669989977,0.7949584097400206,0.7652703035419085,0.6341439720216314,42
CHHATTISGARH,SURAJPUR,215463,69451,1974277,8096.4805038188,6751.0328408998,0.9040721703556068,0.8833792671012147,0.6621517579628732,36
CHHATTISGARH,BALRAMPUR,200568,70267,2857838,10102.7329024999,8474.77530369987,0.8767118497375127,0.8493796412309385,0.6454849498327759,43
CHHATTISGARH,GAURELA PENDRA MARWAHI,119126,34877,1942555,4861.86174470191,3569.38719959991,0.9016090701300274,0.8798775153105862,0.540443587270974,40
CHHATTISGARH,SAKTI,209673,72048,2507991,10506.0358985709,7093.9187072999,0.8347918524652822,0.7809847069143053,0.6697386519944979,37
CHHATTISGARH,MOHLA MANPUR AMBAGARH CHOWKI,132666,33608,1672497,3429.02966570002,2681.02868160002,0.9650752544246983,0.9472771919687997,0.5952932993276142,31
CHHATTISGARH,KHAIRAGARH CHHUIKHADAN GANDAI,158621,45014,2568601,3816.83661911712,3162.53563450012,0.9449713448271754,0.9315981018762619,0.5276890895078719,30
CHHATTISGARH,SARANGARH BILAIGARH,224909,60660,2534365,8057.11133988505,5742.19031460005,0.8287298721397252,0.7782549695044663,0.6099014718404087,38
CHHATTISGARH,MANENDRAGARH CHIRMIRI BHARATPUR,138453,42760,1567607,5327.52318429293,3633.31875979993,0.9122854413072843,0.8938699188928456,0.574512783836939,32
JHARKHAND,RANCHI,253104,80600,3869743,12831.415661786,10413.3275716,0.4455742553341314,0.4137722367266693,0.19107668029553115,45
JHARKHAND,LOHARDAGA,114074,28069,1662169,4363.349561635,3803.622459,0.5589506384563371,0.5230788186677787,0.20761871013465627,48
JHARKHAND,GUMLA,196874,64649,3989065,8750.91599915101,7672.45819460001,0.5055362113415298,0.4927523943172327,0.10018249761015034,44
JHARKHAND,SIMDEGA,162311,59136,3794248,9323.743075715,8681.7808283,0.5585567294125744,0.5444136984244452,0.20771664995970673,51
JHARKHAND,PALAMU,306163,136022,6905949,17199.858236804,15226.1628764,0.48605865477885785,0.4709627657642451,0.1551721001309853,40
JHARKHAND,LATEHAR,180124,114549,6042177,16341.594364002,15522.5835187,0.652611365736128,0.6455809603719824,0.29368615101006224,48
JHARKHAND,GARHWA,363654,167508,12157825,18887.613765587,17376.5665366,0.5916141868709135,0.5775815454090902,0.2467630231857874,37
JHARKHAND,WEST SINGHBHUM,225547,82749,4112777,11745.815950098,10166.117936,0.4090902495383957,0.4040481932699175,0.1883269510101677,44
JHARKHAND,SARAIKELA KHARSAWAN,218131,62830,3205787,8277.68051950001,7296.13017450001,0.5039564547393129,0.47085858813225673,0.10448357407644127,41
JHARKHAND,EAST SINGHBUM,217795,58749,3125595,8326.204564425,6598.9067429,0.42285364811866577,0.390172375577569,0.17783778570739706,39
JHARKHAND,DUMKA,223841,106351,6675748,16370.61264266,14783.9505662,0.4504785709685729,0.4564906389762835,0.2487706243934002,49
JHARKHAND,JAMTARA,196359,114364,6078228,17042.38731086,16279.2650047,0.5809162879863675,0.5600664731625885,0.21709192352180717,50
JHARKHAND,SAHEBGANJ,160004,69225,3207794,8559.648851427,7367.0255452,0.3513158645886853,0.34262431780886354,0.19312708410522417,37
JHARKHAND,PAKUR,130268,62477,3445831,8889.99884097902,7915.08349710002,0.3940255529206795,0.3883586056908113,0.18102917404356864,45
JHARKHAND,GODDA,194262,76213,4588056,10774.202558356,9347.12076479999,0.4083476447626475,0.39949174915516017,0.162370398554171,43
JHARKHAND,HAZARIBAGH,240478,118399,6147794,17472.94036755,15892.1147937,0.43935922592621013,0.44187488990281676,0.2549559849091117,47
JHARKHAND,CHATRA,218869,124481,6605601,14382.725741659,13478.9941989,0.5982773513525333,0.5855631308371734,0.16277669457506594,38
JHARKHAND,KODERMA,86640,42739,2225837,6191.348499441,5452.0549735,0.4178784853351854,0.41499172381177585,0.19676104016002463,45
JHARKHAND,GIRIDIH,401153,199283,12604612,28015.4917672899,25495.2873627999,0.43207812784419236,0.4375327372635369,0.24770301937050088,45
JHARKHAND,BOKARO,216359,77066,4282895,11401.438172897,9615.0784263,0.3735028570442108,0.3580114686974485,0.2006906390843358,43
JHARKHAND,DHANBAD,163061,66734,3373329,8526.55752235501,6950.15716290001,0.37864190392595326,0.35479548575145137,0.34827958460672964,37
JHARKHAND,DEOGHAR,290735,133712,7389052,18999.915389155,17812.6101245,0.4425298028566906,0.44739552694135426,0.26339228547443905,47
JHARKHAND,RAMGARH,107869,43883,2533556,7718.200521565,6583.1161488,0.44813590022683275,0.42887781126825875,0.32845792704947635,53
JHARKHAND,KHUNTI,94420,30622,1976332,5039.66867114599,4446.5364176,0.37948025432652505,0.3743611611433227,0.1321278656764611,51
TELANGANA,Mahabubnagar,138541,47084,1777870,5957.337006726,3627.62396270001,0.6717758241971382,0.6118861044301342,0.2132717068339386,30
TELANGANA,Vikarabad,273152,92557,4492400,15494.1412431159,9740.90394278993,0.705237801398847,0.664939577903668,0.20218598817416233,37
TELANGANA,Medak,238853,69706,2527781,8442.73740838699,5398.07387129998,0.7071405944228817,0.657701141384818,0.12008353637312913,29
TELANGANA,Nizamabad,296614,72916,2993369,7057.403462846,4225.5825502,0.61488294765035,0.5946883448197083,0.11459459459459459,21
TELANGANA,Adilabad,233195,84292,4478766,13443.1215213559,10208.4192570999,0.6756651039885957,0.6281532766657527,0.18177471410925608,43
TELANGANA,Karimnagar,159595,48965,1637338,6381.711414387,3592.0595406,0.617441329629601,0.5727404891108776,0.12305036680845817,28
TELANGANA,Warangal,160451,43847,1315316,3346.76002009998,2555.49987409998,0.6118642581215942,0.5800584430103547,0.21698877444740192,24
TELANGANA,Khammam,389154,117464,3490058,16358.5526503181,8238.32075890008,0.5880084675975383,0.5476249230798065,0.1974479962783279,24
TELANGANA,Nalgonda,489541,161230,5950164,17854.4404023201,13460.3831551201,0.6369413243366672,0.5916986342585131,0.26525411172025487,29
TELANGANA,Jogulamba Gadwal,187779,35178,1354138,3761.81876837901,2049.83126123001,0.5216706439935881,0.49340544867079034,0.16864843440348792,19
TELANGANA,Hanumakonda,120487,37667,1122395,3895.537582067,2199.52820402,0.6168792271026076,0.5917284392413475,0.12253462022660512,22
TELANGANA,Jagtial,178463,57749,1981516,6682.46631104107,3728.50962500007,0.6416116599795793,0.5871734355283451,0.1431182599159203,22
TELANGANA,Jangaon,155082,49136,1702623,5562.22721391233,3449.58973325333,0.6976813237239182,0.6622004593318023,0.18722241202596515,27
TELANGANA,Jayashanker Bhopalapally,155783,35477,1285618,2629.4978096,2048.4185028,0.6585264813178731,0.6335712720899664,0.22046366473473028,22
TELANGANA,Kamareddy,296436,61478,2217279,5526.31346849,3081.2491021,0.6138674961016692,0.6077920757623745,0.11815602836879432,19
TELANGANA,Bhadradri Kothagudem,286568,83026,3251708,10557.230649627,6962.01371356002,0.6344519768507654,0.5888440829935344,0.18822838558135332,32
TELANGANA,Kumram Bheem(Asifabad),183260,62277,2831248,6787.81114961498,5446.11435809998,0.7683406424780097,0.7266521746290533,0.2002552734112589,35
TELANGANA,Mahabubabad,278921,85056,2864372,7523.48591143001,6077.97070663001,0.6519999158471503,0.6212303869266192,0.08051125191173257,27
TELANGANA,Medchal,4988,299,20124,81.7406906,10.8851257,0.22258913829265028,0.2152937788018433,0.14416475972540047,13
TELANGANA,Mancherial,160021,51455,2104962,7109.54807300299,4361.35398139999,0.6429903162293567,0.5903337697838421,0.18905055027047193,32
TELANGANA,Nagarkurnool,213680,59951,2018180,5782.32208428101,3724.13099435001,0.5524301964839711,0.5159784064938135,0.23367084623052306,24
TELANGANA,Nirmal,248670,85675,3200498,9525.03111531225,6560.90675130024,0.7502873884012756,0.702424845184652,0.17172312223858616,29
TELANGANA,Peddapalli,156001,46178,1515817,6668.525742,3405.281573,0.6208451399280461,0.5679707718069722,0.2451414625327669,26
TELANGANA,Sangareddy,232368,70550,3095980,7634.80937074005,4675.45643870005,0.5960109984815529,0.5548103343437253,0.2133010746638159,25
TELANGANA,Rangareddy,150710,39185,1435676,5684.8313027724,3380.6129753784,0.5463060633411994,0.49209736657489667,0.24405222972225296,27
TELANGANA,Siddipet,256733,81899,3553010,11988.16404523,7610.84466559004,0.6433798284875125,0.6032030484592775,0.20232763051619063,34
TELANGANA,Rajanna Sirsilla,128547,36724,1299892,4483.47905153002,2817.78141050002,0.6454069849175587,0.6082112208549223,0.16067538126361655,28
TELANGANA,Suryapet,381354,134802,3745087,12849.582333286,7773.48285500002,0.6595229901059618,0.6329642782536035,0.2148689138576779,22
TELANGANA,Wanaparthy,138921,39576,1489741,4402.883549773,2630.35285952999,0.5479318600440961,0.5229338374291115,0.22671379132611738,21
TELANGANA,Yadadri Bhuvanagiri,176109,61346,1988013,7089.53302646098,4491.99636113998,0.6098273802309677,0.5687790883009245,0.15903345287788817,26
TELANGANA,Mulugu,111872,30176,1034966,3874.78499957898,2338.20984159998,0.6500255659368753,0.6234334947308459,0.12335918854415275,27
TELANGANA,Narayanpet,129172,32677,1224095,4301.74351442701,2075.29031670001,0.6409694034516638,0.5681178728887097,0.20726848702749975,25
LADAKH,LEH (LADAKH),26314,11863,1000000,2637.673866185,1851.3999096,0.963529842548517,0.9502561658524962,0.6602704678362573,57
LADAKH,KARGIL,21288,20707,1500000,3790.5188514,3576.0871721,0.953763440860215,0.9532193865605245,0.48160863168219714,63
